player,position,team,age,birth_year,minutes_90s,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_defense,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_offsides,passes_blocked,games,minutes,minutes_per_game,minutes_pct,games_starts,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,on_xg_for,on_xg_against,xg_plus_minus,xg_plus_minus_per90,xg_plus_minus_wowy,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,miscontrols,dispossessed,passes_received,progressive_passes_received,goals,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,pens_made,pens_att,xg,npxg,npxg_per_shot,xg_net,npxg_net,club,goals_pens,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,npxg_xg_assist,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90
Ajdin Hrustic,MF,Australia,26-166,1996.0,0.7,2.0,0.0,1.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,17.0,21.0,81.0,263.0,42.0,10.0,11.0,90.9,4.0,5.0,80.0,1.0,3.0,33.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,19.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,62.0,21.0,17.2,0,,0,3,21.0,1,2.0,1.0,0.0,1.0,1.45,2.36,0.6,1.6,-1.0,-1.44,-0.25,32.0,3.0,6.0,15.0,12.0,1.0,32.0,1.0,4.0,25.0,2.0,1.0,21.0,4.0,0.0,1.0,0.0,0.0,1.45,0.0,0.0,,22.4,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,Hellas Verona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04
Akram Afif,FW,Qatar,26-030,1996.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.33,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,6.0,1.0,13.0,0.0,0.0,0.0,14.0,1.0,1.0,50.0,139.0,165.0,84.2,2502.0,645.0,45.0,50.0,90.0,60.0,66.0,90.9,21.0,28.0,75.0,0.0,0.3,0.3,-0.3,5.0,10.0,4.0,1.0,7.0,142.0,22.0,8.0,1.0,2.0,2.0,6.0,4.0,1.0,0.0,1.0,4.0,3,270.0,90.0,100.0,3,90.0,3,0,,0,0.0,1.0,7.0,-6.0,-2.0,,1.4,3.5,-2.1,-0.71,,181.0,1.0,11.0,122.0,50.0,2.0,181.0,3.0,7.0,42.9,5.0,5.0,141.0,10.0,0.0,2.0,0.0,0.0,0.67,0.0,0.0,,29.8,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,Al Sadd SC,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.02,0.1,0.12,0.02,0.12
Alan Franco,MF,Ecuador,24-119,1998.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,50.0,10.0,11.0,90.9,114.0,59.0,8.0,8.0,100.0,2.0,2.0,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,46.0,23.0,17.0,1,45.0,0,1,1.0,1,1.5,0.0,1.0,-1.0,-1.96,-2.76,0.1,1.6,-1.4,-2.79,-3.83,16.0,1.0,5.0,10.0,1.0,0.0,16.0,0.0,0.0,,1.0,0.0,9.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Talleres,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alejandro Balde,DF,Spain,19-061,2003.0,1.4,6.0,6.0,2.0,2.0,2.0,2.0,2.0,100.0,0.0,2.0,0.0,2.0,0.0,6.0,2.0,0.0,2.0,1.75,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.87,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,10.0,0.0,2.0,0.0,112.0,123.0,91.1,1890.0,293.0,49.0,56.0,87.5,55.0,57.0,96.5,7.0,9.0,77.8,0.0,0.0,0.2,0.0,0.0,5.0,2.0,0.0,4.0,111.0,12.0,1.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,4,126.0,32.0,32.3,1,67.0,0,3,20.0,0,1.25,4.0,3.0,1.0,0.71,-0.99,1.9,1.7,0.2,0.19,-0.6,135.0,0.0,17.0,86.0,33.0,3.0,135.0,0.0,2.0,0.0,2.0,3.0,109.0,4.0,0.0,1.0,0.0,0.0,0.71,0.0,0.0,,11.3,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,Barcelona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04
Aleksandar Mitrović,FW,Serbia,28-093,1994.0,2.9,1.0,0.0,0.0,0.0,1.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,1.03,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,5.0,12.0,29.4,54.0,69.0,78.3,799.0,106.0,29.0,34.0,85.3,17.0,22.0,77.3,3.0,4.0,75.0,0.0,0.7,0.1,-0.7,2.0,5.0,1.0,0.0,2.0,57.0,11.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3,262.0,87.0,97.0,3,87.0,2,0,,0,0.33,5.0,8.0,-3.0,-1.03,-1.03,3.3,7.3,-3.9,-1.35,-1.13,95.0,1.0,3.0,54.0,39.0,14.0,95.0,1.0,1.0,100.0,6.0,3.0,67.0,12.0,2.0,10.0,3.0,30.0,3.44,1.03,0.2,0.67,14.1,0.0,0.0,0.0,1.6,1.6,0.16,0.4,0.4,Fulham,2.0,0.69,0.0,0.69,0.69,0.69,2.4,0.57,0.24,0.81,0.57,0.81
Alex Sandro,DF,Brazil,31-326,1991.0,2.1,8.0,3.0,6.0,2.0,0.0,2.0,2.0,100.0,0.0,1.0,0.0,1.0,3.0,11.0,9.0,0.0,6.0,3.09,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,4.0,0.0,0.0,0.0,16.0,3.0,1.0,75.0,150.0,169.0,88.8,2171.0,680.0,89.0,93.0,95.7,53.0,61.0,86.9,5.0,11.0,45.5,0.0,0.1,0.2,-0.1,1.0,11.0,2.0,1.0,11.0,144.0,24.0,3.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,1.0,2.0,3,190.0,63.0,39.6,2,88.0,1,1,15.0,0,2.33,3.0,1.0,2.0,0.95,0.02,3.4,0.6,2.7,1.41,-0.7,193.0,7.0,45.0,111.0,38.0,0.0,193.0,1.0,2.0,50.0,1.0,0.0,121.0,4.0,0.0,1.0,0.0,0.0,0.47,0.0,0.0,,33.5,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,Juventus,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.04,0.05,0.01,0.05
Alex Telles,DF,Brazil,30-003,1992.0,0.7,2.0,2.0,0.0,1.0,1.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.55,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,50.0,33.0,42.0,78.6,507.0,135.0,15.0,17.0,88.2,15.0,18.0,83.3,1.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,37.0,5.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2,59.0,30.0,12.3,1,54.0,0,1,5.0,1,1.5,0.0,0.0,0.0,0.0,-1.07,1.4,0.2,1.2,1.79,-0.08,46.0,0.0,12.0,21.0,14.0,1.0,46.0,0.0,0.0,,1.0,0.0,32.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Sevilla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexander Bah,DF,Denmark,25-009,1997.0,0.5,4.0,4.0,2.0,1.0,1.0,2.0,3.0,66.7,1.0,2.0,0.0,2.0,2.0,6.0,0.0,0.0,4.0,7.83,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,4.0,0.0,100.0,37.0,53.0,69.8,580.0,150.0,15.0,18.0,83.3,19.0,23.0,82.6,1.0,9.0,11.1,0.0,0.1,0.1,-0.1,1.0,0.0,3.0,1.0,2.0,46.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,2,46.0,23.0,17.0,0,,0,2,23.0,1,0.0,0.0,1.0,-1.0,-1.96,-1.55,0.4,0.4,-0.1,-0.16,0.28,65.0,1.0,22.0,19.0,24.0,3.0,65.0,0.0,2.0,0.0,0.0,0.0,36.0,2.0,0.0,2.0,0.0,0.0,3.91,0.0,0.0,,19.3,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1,Benfica,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.11,0.14,0.25,0.11,0.25
Alexander Djiku,DF,Ghana,28-131,1994.0,1.1,1.0,1.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,2.0,3.0,9.0,0.0,1.0,0.93,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.93,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,100.0,22.0,28.0,78.6,381.0,180.0,7.0,7.0,100.0,12.0,14.0,85.7,2.0,6.0,33.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,27.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,97.0,49.0,35.9,1,89.0,0,1,8.0,1,1.5,2.0,3.0,-1.0,-0.93,-0.41,0.9,2.4,-1.4,-1.33,-1.33,43.0,15.0,33.0,10.0,0.0,0.0,43.0,0.0,0.0,,0.0,0.0,18.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Strasbourg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexis Mac Allister,MF,Argentina,23-359,1998.0,6.1,9.0,4.0,3.0,5.0,1.0,4.0,7.0,57.1,3.0,13.0,1.0,12.0,3.0,12.0,6.0,0.0,16.0,2.77,16.0,0.0,0.0,0.0,0.0,0.0,2.0,0.35,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,0.0,0.0,0.0,40.0,5.0,12.0,29.4,234.0,265.0,88.3,3265.0,548.0,146.0,161.0,90.7,69.0,76.0,90.8,9.0,13.0,69.2,1.0,1.0,0.7,0.0,8.0,12.0,6.0,0.0,17.0,264.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,6,550.0,92.0,79.7,6,92.0,1,0,,1,2.33,13.0,5.0,8.0,1.31,1.95,11.3,2.8,8.5,1.47,0.36,332.0,2.0,38.0,165.0,134.0,11.0,332.0,4.0,8.0,50.0,7.0,8.0,247.0,23.0,1.0,7.0,4.0,57.1,1.15,0.65,0.14,0.25,19.3,0.0,0.0,0.0,0.7,0.7,0.1,0.3,0.3,Brighton,1.0,0.16,0.16,0.33,0.16,0.33,1.7,0.12,0.18,0.3,0.12,0.3
Alexis Vega,FW,Mexico,25-023,1997.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,4.0,1.87,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,6.0,0.0,0.0,0.0,16.0,1.0,5.0,16.7,40.0,56.0,71.4,658.0,208.0,23.0,26.0,88.5,12.0,18.0,66.7,4.0,8.0,50.0,0.0,0.1,0.1,-0.1,1.0,3.0,0.0,0.0,4.0,50.0,6.0,2.0,2.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3,193.0,64.0,71.5,3,64.0,0,0,,0,1.33,0.0,1.0,-1.0,-0.47,-0.47,1.9,1.3,0.7,0.31,0.02,85.0,1.0,8.0,42.0,35.0,8.0,85.0,1.0,4.0,25.0,6.0,8.0,50.0,9.0,0.0,9.0,2.0,22.2,4.2,0.93,0.0,0.0,21.0,1.0,0.0,0.0,0.8,0.8,0.09,-0.8,-0.8,Guadalajara,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.39,0.06,0.44,0.39,0.44
Ali Abdi,DF,Tunisia,28-363,1993.0,2.1,8.0,5.0,5.0,2.0,1.0,3.0,3.0,100.0,0.0,1.0,0.0,1.0,4.0,12.0,13.0,1.0,3.0,1.44,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,1.0,5.0,0.0,0.0,0.0,17.0,9.0,5.0,64.3,72.0,116.0,62.1,1451.0,630.0,25.0,31.0,80.6,38.0,57.0,66.7,9.0,22.0,40.9,0.0,0.0,0.1,0.0,1.0,4.0,2.0,0.0,6.0,87.0,28.0,0.0,0.0,0.0,27.0,1.0,1.0,0.0,0.0,1.0,5.0,3,188.0,63.0,69.6,2,90.0,2,1,8.0,0,1.33,0.0,1.0,-1.0,-0.48,-1.58,1.8,2.3,-0.4,-0.21,-0.14,152.0,16.0,66.0,61.0,26.0,3.0,152.0,1.0,2.0,50.0,5.0,4.0,67.0,11.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Caen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02
Ali Al Hassan,MF,Saudi Arabia,25-289,1997.0,0.5,2.0,1.0,0.0,2.0,0.0,1.0,1.0,100.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,4.0,7.0,57.1,56.0,15.0,3.0,4.0,75.0,1.0,2.0,50.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,45.0,45.0,16.7,1,45.0,0,0,,2,0.0,0.0,0.0,0.0,0.0,0.8,0.2,1.0,-0.8,-1.56,-0.66,15.0,1.0,4.0,8.0,3.0,1.0,15.0,0.0,0.0,,1.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,,10.4,0.0,0.0,0.0,0.1,0.1,0.07,-0.1,-0.1,Al-Nassr,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.15,0.0,0.15,0.15,0.15
Ali Al-Bulaihi,DF,Saudi Arabia,33-027,1989.0,2.4,4.0,2.0,2.0,2.0,0.0,2.0,4.0,50.0,2.0,1.0,1.0,0.0,3.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,3.0,50.0,78.0,97.0,80.4,1353.0,379.0,31.0,36.0,86.1,39.0,45.0,86.7,6.0,13.0,46.2,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,87.0,10.0,4.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3,216.0,72.0,80.0,3,72.0,2,0,,0,1.0,2.0,3.0,-1.0,-0.42,1.25,2.0,4.5,-2.6,-1.06,-0.27,110.0,7.0,54.0,55.0,1.0,0.0,110.0,0.0,0.0,,2.0,0.0,65.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Al-Hilal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ali Assadalla,MF,Qatar,29-333,1993.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,21.0,23.0,91.3,242.0,39.0,14.0,14.0,100.0,5.0,7.0,71.4,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,27.0,27.0,10.0,0,,0,1,27.0,2,0.0,0.0,0.0,0.0,0.0,2.22,0.0,0.0,0.0,0.06,0.86,24.0,0.0,5.0,14.0,6.0,0.0,24.0,1.0,1.0,100.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Al Sadd SC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ali Gholizadeh,MF,IR Iran,26-283,1996.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,5.0,0.0,5.0,3.0,3.0,2.0,0.0,7.0,3.18,5.0,1.0,0.0,1.0,0.0,0.0,1.0,0.45,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,4.0,0.0,0.0,0.0,21.0,0.0,1.0,0.0,46.0,72.0,63.9,637.0,262.0,30.0,39.0,76.9,13.0,20.0,65.0,2.0,9.0,22.2,1.0,0.2,0.7,0.8,2.0,4.0,4.0,1.0,4.0,66.0,6.0,0.0,1.0,2.0,3.0,3.0,2.0,0.0,0.0,0.0,2.0,3,199.0,66.0,73.7,2,77.0,0,1,45.0,0,1.0,2.0,4.0,-2.0,-0.9,0.36,2.3,3.0,-0.6,-0.29,0.11,86.0,5.0,22.0,35.0,33.0,3.0,86.0,4.0,8.0,50.0,2.0,2.0,51.0,7.0,0.0,1.0,0.0,0.0,0.45,0.0,0.0,,26.2,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,Charleroi,0.0,0.0,0.45,0.45,0.0,0.45,0.2,0.01,0.07,0.09,0.01,0.09
Ali Karimi,MF,IR Iran,28-310,1994.0,1.1,3.0,3.0,3.0,0.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,3.0,6.0,1.0,0.0,1.0,0.91,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,6.0,3.0,2.0,60.0,34.0,45.0,75.6,584.0,149.0,18.0,21.0,85.7,12.0,15.0,80.0,4.0,7.0,57.1,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,3.0,44.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3,99.0,33.0,36.7,1,45.0,0,2,27.0,0,1.0,2.0,3.0,-1.0,-0.91,0.14,1.1,1.4,-0.3,-0.28,0.06,55.0,2.0,10.0,33.0,12.0,1.0,55.0,0.0,0.0,,1.0,0.0,36.0,3.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Kayserispor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ali Maâloul,DF,Tunisia,32-351,1990.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,2.0,0.0,2.0,0.0,1.0,4.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,39.0,63.0,61.9,733.0,412.0,19.0,22.0,86.4,13.0,18.0,72.2,6.0,19.0,31.6,0.0,0.0,0.1,0.0,0.0,4.0,2.0,1.0,4.0,43.0,19.0,1.0,0.0,1.0,12.0,6.0,5.0,1.0,0.0,1.0,2.0,1,90.0,90.0,33.3,1,90.0,1,0,,2,3.0,1.0,0.0,1.0,1.0,1.5,0.5,0.8,-0.3,-0.3,-0.2,70.0,3.0,12.0,28.0,30.0,0.0,70.0,0.0,0.0,,0.0,1.0,34.0,3.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Al Ahly SC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alidu Seidu,DF,Ghana,22-197,2000.0,1.7,6.0,4.0,5.0,1.0,0.0,2.0,2.0,100.0,0.0,5.0,0.0,5.0,0.0,6.0,3.0,0.0,2.0,1.16,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,5.0,0.0,6.0,0.0,0.0,0.0,6.0,1.0,0.0,100.0,59.0,78.0,75.6,791.0,246.0,43.0,47.0,91.5,12.0,17.0,70.6,2.0,8.0,25.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,62.0,16.0,2.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,2,155.0,78.0,57.4,2,78.0,1,0,,1,0.0,0.0,3.0,-3.0,-1.74,-2.52,1.6,3.3,-1.6,-0.95,-1.12,98.0,3.0,37.0,42.0,22.0,1.0,98.0,4.0,6.0,66.7,4.0,0.0,49.0,0.0,0.0,1.0,0.0,0.0,0.58,0.0,0.0,,31.9,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,Clermont Foot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
Alireza Beiranvand,GK,IR Iran,30-088,1992.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,20.0,31.0,64.5,604.0,501.0,2.0,2.0,100.0,13.0,13.0,100.0,5.0,16.0,31.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,109.0,55.0,40.4,2,55.0,1,0,,0,0.0,0.0,1.0,-1.0,-0.83,0.29,0.4,1.3,-0.9,-0.71,-0.66,34.0,30.0,33.0,1.0,0.0,0.0,34.0,0.0,0.0,,0.0,0.0,17.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Persepolis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alireza Jahanbakhsh,MF,IR Iran,29-129,1993.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,4.0,6.1,3.0,0.0,0.0,1.0,0.0,0.0,2.0,3.05,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,11.0,17.0,64.7,160.0,54.0,4.0,5.0,80.0,6.0,9.0,66.7,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,14.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2,59.0,30.0,21.9,1,45.0,0,1,14.0,0,1.5,2.0,3.0,-1.0,-1.53,-0.67,0.6,1.1,-0.4,-0.62,-0.39,27.0,0.0,6.0,12.0,9.0,1.0,27.0,1.0,1.0,100.0,1.0,0.0,13.0,3.0,0.0,3.0,0.0,0.0,4.58,0.0,0.0,,22.9,0.0,0.0,0.0,0.2,0.2,0.06,-0.2,-0.2,Feyenoord,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.29,0.0,0.29,0.29,0.29
