player,position,team,age,birth_year,minutes_90s,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_defense,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_offsides,passes_blocked,games,minutes,minutes_per_game,minutes_pct,games_starts,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,on_xg_for,on_xg_against,xg_plus_minus,xg_plus_minus_per90,xg_plus_minus_wowy,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,miscontrols,dispossessed,passes_received,progressive_passes_received,goals,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,pens_made,pens_att,xg,npxg,npxg_per_shot,xg_net,npxg_net,club,goals_pens,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,npxg_xg_assist,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90
Loïs Openda,FW,Belgium,22-305,2000.0,0.1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,13.85,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,5.0,60.0,38.0,0.0,2.0,2.0,100.0,1.0,1.0,100.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,13.0,13.0,4.8,0,,0,1,13.0,2,3.0,0.0,0.0,0.0,0.0,0.35,0.2,0.2,0.0,-0.07,-0.13,9.0,0.0,0.0,6.0,3.0,0.0,9.0,1.0,1.0,100.0,2.0,0.0,4.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Lens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lucas Cavallini,FW,Canada,29-355,1992.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,100.0,36.0,15.0,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,,0.0,0.0,0.1,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,19.0,19.0,7.0,0,,0,1,19.0,2,0.0,0.0,1.0,-1.0,-4.74,-3.3,0.1,1.0,-0.9,-4.26,-4.71,3.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Vancouver,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lucas Hernández,DF,France,26-307,1996.0,0.1,1.0,1.0,0.0,1.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,5.0,10.0,50.0,66.0,16.0,4.0,7.0,57.1,1.0,1.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,12.0,12.0,1.8,1,12.0,0,0,,0,3.0,0.0,1.0,-1.0,-7.5,-8.75,0.0,0.3,-0.3,-2.15,-2.7,10.0,0.0,1.0,8.0,1.0,0.0,10.0,0.0,0.0,,0.0,0.0,6.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Bayern Munich,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lucas Paquetá,MF,Brazil,25-113,1997.0,3.5,7.0,5.0,5.0,1.0,1.0,2.0,5.0,40.0,3.0,5.0,1.0,4.0,2.0,9.0,4.0,0.0,9.0,2.58,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,4.0,0.0,0.0,0.0,13.0,3.0,2.0,60.0,169.0,202.0,83.7,2578.0,622.0,81.0,93.0,87.1,69.0,77.0,89.6,10.0,15.0,66.7,1.0,1.5,0.6,-0.5,6.0,16.0,9.0,1.0,15.0,193.0,8.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,4.0,4,314.0,79.0,65.4,4,79.0,1,0,,1,2.5,7.0,1.0,6.0,1.72,2.26,8.6,1.1,7.5,2.14,0.81,229.0,3.0,31.0,131.0,68.0,6.0,229.0,0.0,2.0,0.0,5.0,4.0,175.0,17.0,1.0,4.0,4.0,100.0,1.15,1.15,0.25,0.25,11.7,0.0,0.0,0.0,0.8,0.8,0.21,0.2,0.2,West Ham,1.0,0.29,0.29,0.57,0.29,0.57,2.3,0.24,0.43,0.67,0.24,0.67
Luis Chávez,MF,Mexico,26-337,1996.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,25.0,3.0,6.0,0.0,6.0,1.0,2.0,3.0,0.0,14.0,4.67,7.0,3.0,1.0,2.0,1.0,0.0,1.0,0.33,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,0.0,19.0,0.0,0.0,0.0,15.0,5.0,5.0,50.0,99.0,139.0,71.2,2026.0,724.0,45.0,57.0,78.9,34.0,46.0,73.9,18.0,32.0,56.3,0.0,0.5,0.8,-0.5,4.0,21.0,2.0,2.0,11.0,118.0,20.0,8.0,2.0,5.0,0.0,12.0,6.0,5.0,0.0,1.0,1.0,3,270.0,90.0,100.0,3,90.0,3,0,,0,1.33,2.0,3.0,-1.0,-0.33,,3.3,2.4,0.9,0.3,,171.0,3.0,21.0,97.0,54.0,1.0,171.0,2.0,6.0,33.3,1.0,2.0,105.0,2.0,1.0,10.0,4.0,40.0,3.33,1.33,0.1,0.25,31.4,4.0,0.0,0.0,0.3,0.3,0.03,0.7,0.7,Pachuca,1.0,0.33,0.0,0.33,0.33,0.33,0.7,0.1,0.15,0.25,0.1,0.25
Luis Suárez,FW,Uruguay,35-328,1987.0,1.6,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,1.85,1.0,0.0,0.0,1.0,1.0,0.0,2.0,1.23,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,33.3,25.0,40.0,62.5,301.0,97.0,19.0,25.0,76.0,3.0,6.0,50.0,1.0,4.0,25.0,1.0,0.1,0.1,0.9,1.0,2.0,1.0,0.0,2.0,37.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3,146.0,49.0,54.1,2,64.0,0,1,18.0,0,1.33,2.0,1.0,1.0,0.62,1.34,2.4,2.5,-0.1,-0.04,-0.19,52.0,2.0,5.0,21.0,26.0,7.0,52.0,2.0,3.0,66.7,2.0,0.0,40.0,5.0,0.0,2.0,1.0,50.0,1.23,0.62,0.0,0.0,7.5,0.0,0.0,0.0,0.4,0.4,0.21,-0.4,-0.4,Nacional,0.0,0.0,0.62,0.62,0.0,0.62,0.5,0.26,0.04,0.29,0.26,0.29
Luka Jović,FW,Serbia,24-360,1997.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,25.0,6.0,10.0,60.0,115.0,4.0,3.0,5.0,60.0,2.0,3.0,66.7,1.0,2.0,50.0,0.0,0.2,0.1,-0.2,2.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,36.0,36.0,13.3,0,,0,1,36.0,1,0.5,3.0,3.0,0.0,0.0,1.15,0.2,1.1,-0.8,-2.1,-0.9,14.0,0.0,1.0,2.0,12.0,4.0,14.0,0.0,0.0,,0.0,1.0,12.0,4.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,,17.6,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1,Fiorentina,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.13,0.4,0.53,0.13,0.53
Luka Modrić,MF,Croatia,37-100,1985.0,7.3,16.0,10.0,4.0,11.0,1.0,7.0,14.0,50.0,7.0,4.0,2.0,2.0,10.0,26.0,3.0,0.0,21.0,3.03,14.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,15.0,1.0,33.0,0.0,0.0,0.0,51.0,3.0,4.0,42.9,465.0,551.0,84.4,7825.0,2857.0,229.0,244.0,93.9,173.0,202.0,85.6,45.0,71.0,63.4,0.0,0.7,0.8,-0.7,6.0,51.0,10.0,3.0,61.0,497.0,53.0,33.0,0.0,7.0,0.0,19.0,7.0,5.0,0.0,1.0,10.0,7,653.0,93.0,94.6,7,93.0,4,0,,0,1.43,7.0,7.0,0.0,0.0,-2.43,6.0,10.6,-4.6,-0.67,-1.45,615.0,8.0,90.0,395.0,141.0,11.0,615.0,6.0,16.0,37.5,12.0,7.0,447.0,16.0,0.0,6.0,4.0,66.7,0.83,0.55,0.0,0.0,21.1,0.0,0.0,0.0,0.4,0.4,0.06,-0.4,-0.4,Real Madrid,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.06,0.11,0.16,0.06,0.16
Lukas Klostermann,DF,Germany,26-198,1996.0,0.7,3.0,1.0,0.0,3.0,0.0,2.0,3.0,66.7,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,1.36,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.36,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,,51.0,52.0,98.1,776.0,274.0,30.0,31.0,96.8,18.0,18.0,100.0,3.0,3.0,100.0,0.0,0.0,0.1,0.0,0.0,2.0,1.0,0.0,4.0,42.0,10.0,2.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2,66.0,33.0,24.4,0,,0,2,33.0,1,2.0,4.0,2.0,2.0,2.73,3.17,5.4,1.1,4.3,5.85,4.81,56.0,1.0,17.0,28.0,12.0,0.0,56.0,0.0,0.0,,0.0,0.0,35.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,RB Leipzig,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luke Shaw,DF,England,27-159,1995.0,4.7,3.0,1.0,1.0,0.0,2.0,1.0,2.0,50.0,1.0,2.0,0.0,2.0,4.0,7.0,5.0,0.0,13.0,2.76,10.0,2.0,1.0,0.0,0.0,0.0,3.0,0.64,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,22.0,0.0,0.0,0.0,21.0,3.0,9.0,25.0,335.0,400.0,83.8,5392.0,1662.0,165.0,179.0,92.2,144.0,159.0,90.6,20.0,41.0,48.8,1.0,0.8,0.9,0.2,8.0,23.0,9.0,4.0,31.0,347.0,52.0,15.0,0.0,1.0,33.0,4.0,1.0,3.0,0.0,1.0,8.0,5,424.0,85.0,94.2,5,85.0,4,0,,0,2.0,12.0,4.0,8.0,1.7,-1.76,7.5,3.8,3.6,0.77,-2.61,419.0,6.0,67.0,248.0,107.0,8.0,419.0,2.0,2.0,100.0,5.0,2.0,306.0,13.0,0.0,3.0,1.0,33.3,0.64,0.21,0.0,0.0,23.1,1.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1,Manchester Utd,0.0,0.0,0.21,0.21,0.0,0.21,0.9,0.02,0.17,0.19,0.02,0.19
Luuk de Jong,FW,Netherlands,32-113,1990.0,0.6,2.0,1.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,3.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,50.0,8.0,12.0,66.7,116.0,36.0,5.0,6.0,83.3,3.0,3.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,57.0,57.0,11.9,0,,0,1,57.0,4,1.0,2.0,1.0,1.0,1.58,0.52,0.4,1.2,-0.8,-2.64,-2.51,19.0,1.0,1.0,10.0,8.0,2.0,19.0,0.0,1.0,0.0,0.0,2.0,14.0,4.0,0.0,1.0,0.0,0.0,1.58,0.0,0.0,,13.0,0.0,0.0,0.0,0.1,0.1,0.08,-0.1,-0.1,PSV Eindhoven,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.25,0.0,0.25,0.25,0.25
Majid Hosseini,DF,IR Iran,26-181,1996.0,3.0,7.0,4.0,6.0,1.0,0.0,6.0,9.0,66.7,3.0,3.0,2.0,1.0,6.0,13.0,11.0,0.0,1.0,0.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,22.0,6.0,4.0,60.0,86.0,106.0,81.1,1791.0,524.0,28.0,33.0,84.8,42.0,47.0,89.4,14.0,21.0,66.7,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,100.0,6.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3,270.0,90.0,100.0,3,90.0,3,0,,0,1.0,4.0,7.0,-3.0,-1.0,,3.2,4.2,-0.9,-0.32,,137.0,25.0,91.0,47.0,0.0,0.0,137.0,0.0,0.0,,1.0,1.0,61.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Kayserispor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manuel Akanji,DF,Switzerland,27-152,1995.0,4.0,4.0,2.0,2.0,0.0,2.0,3.0,4.0,75.0,1.0,4.0,3.0,1.0,3.0,7.0,12.0,0.0,2.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,18.0,9.0,2.0,81.8,229.0,259.0,88.4,4725.0,1829.0,71.0,78.0,91.0,124.0,134.0,92.5,32.0,42.0,76.2,0.0,0.1,0.1,-0.1,1.0,15.0,0.0,0.0,14.0,246.0,12.0,9.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4,360.0,90.0,100.0,4,90.0,4,0,,0,1.5,5.0,9.0,-4.0,-1.0,,5.6,5.3,0.3,0.08,,287.0,41.0,143.0,135.0,10.0,5.0,287.0,0.0,0.0,,0.0,1.0,214.0,1.0,1.0,4.0,1.0,25.0,1.0,0.25,0.25,1.0,12.3,1.0,0.0,0.0,1.1,1.1,0.28,-0.1,-0.1,Manchester City,1.0,0.25,0.0,0.25,0.25,0.25,1.2,0.28,0.03,0.3,0.28,0.3
Manuel Neuer,GK,Germany,36-266,1986.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,,115.0,127.0,90.6,2729.0,1737.0,27.0,27.0,100.0,51.0,53.0,96.2,36.0,46.0,78.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,270.0,90.0,100.0,3,90.0,3,0,,0,1.33,6.0,5.0,1.0,0.33,,10.1,3.4,6.7,2.22,,133.0,103.0,132.0,1.0,0.0,0.0,133.0,0.0,0.0,,0.0,0.0,88.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Bayern Munich,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcelo Brozović,MF,Croatia,30-032,1992.0,6.1,13.0,7.0,8.0,2.0,3.0,3.0,10.0,30.0,7.0,13.0,7.0,6.0,4.0,17.0,7.0,0.0,10.0,1.72,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.17,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,11.0,0.0,4.0,0.0,0.0,0.0,45.0,6.0,4.0,60.0,466.0,530.0,87.9,7429.0,1726.0,253.0,279.0,90.7,151.0,167.0,90.4,48.0,54.0,88.9,0.0,0.2,0.2,-0.2,5.0,31.0,1.0,0.0,25.0,513.0,16.0,16.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,6,552.0,92.0,80.0,6,92.0,4,0,,1,1.17,5.0,5.0,0.0,0.0,-0.65,5.9,8.9,-3.0,-0.52,0.02,594.0,24.0,138.0,384.0,77.0,3.0,594.0,3.0,8.0,37.5,5.0,8.0,449.0,17.0,0.0,4.0,2.0,50.0,0.65,0.33,0.0,0.0,17.4,0.0,0.0,0.0,0.5,0.5,0.13,-0.5,-0.5,Inter,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.09,0.03,0.12,0.09,0.12
Marco Asensio,FW,Spain,26-331,1996.0,2.5,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.79,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,8.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,89.0,119.0,74.8,1262.0,150.0,50.0,59.0,84.7,26.0,35.0,74.3,5.0,8.0,62.5,0.0,0.1,0.1,-0.1,2.0,4.0,3.0,0.0,5.0,113.0,5.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,4,229.0,57.0,58.7,3,65.0,0,1,34.0,0,1.25,5.0,0.0,5.0,1.97,1.41,3.9,0.8,3.1,1.21,1.4,150.0,1.0,4.0,56.0,90.0,13.0,150.0,0.0,3.0,0.0,12.0,3.0,128.0,19.0,1.0,10.0,2.0,20.0,3.93,0.79,0.1,0.5,20.1,0.0,0.0,0.0,1.2,1.2,0.12,-0.2,-0.2,Real Madrid,1.0,0.39,0.0,0.39,0.39,0.39,1.3,0.48,0.02,0.5,0.48,0.5
Marcos Acuña,DF,Argentina,31-051,1991.0,4.1,12.0,8.0,9.0,2.0,1.0,6.0,7.0,85.7,1.0,8.0,1.0,7.0,2.0,14.0,9.0,0.0,7.0,1.84,4.0,2.0,0.0,0.0,1.0,0.0,1.0,0.26,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,9.0,9.0,0.0,17.0,1.0,0.0,0.0,16.0,5.0,7.0,41.7,167.0,217.0,77.0,2697.0,685.0,96.0,112.0,85.7,61.0,74.0,82.4,9.0,21.0,42.9,0.0,0.3,0.4,-0.3,5.0,9.0,2.0,0.0,9.0,182.0,34.0,4.0,1.0,2.0,26.0,4.0,0.0,4.0,0.0,1.0,6.0,6,373.0,62.0,54.1,4,74.0,1,2,39.0,0,1.83,8.0,3.0,5.0,1.21,0.64,6.6,3.0,3.7,0.96,-0.84,269.0,5.0,70.0,102.0,100.0,10.0,269.0,2.0,8.0,25.0,7.0,4.0,164.0,15.0,0.0,2.0,0.0,0.0,0.48,0.0,0.0,,17.9,0.0,0.0,0.0,0.1,0.1,0.04,-0.1,-0.1,Sevilla,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.02,0.07,0.1,0.02,0.1
Marcos Llorente,DF,Spain,27-322,1995.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,95.0,106.0,89.6,1708.0,271.0,41.0,44.0,93.2,40.0,43.0,93.0,12.0,14.0,85.7,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,6.0,89.0,16.0,3.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,1.0,2.0,1,120.0,120.0,30.8,1,120.0,1,0,,3,1.0,0.0,0.0,0.0,0.0,-2.0,1.0,0.7,0.3,0.26,-0.48,107.0,0.0,11.0,70.0,29.0,1.0,107.0,0.0,0.0,,1.0,0.0,76.0,3.0,0.0,1.0,0.0,0.0,0.75,0.0,0.0,,22.4,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,Atlético Madrid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02
Marcus Rashford,FW,England,25-048,1997.0,1.6,1.0,0.0,0.0,0.0,1.0,1.0,2.0,50.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,0.0,3.0,1.93,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,8.0,1.0,3.0,25.0,49.0,66.0,74.2,677.0,91.0,32.0,39.0,82.1,15.0,20.0,75.0,2.0,3.0,66.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,65.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,5,140.0,28.0,31.1,1,74.0,0,4,17.0,0,2.0,5.0,1.0,4.0,2.57,1.12,3.1,1.5,1.6,1.02,0.14,92.0,1.0,6.0,43.0,44.0,13.0,92.0,5.0,9.0,55.6,4.0,1.0,71.0,16.0,3.0,11.0,6.0,54.5,7.07,3.86,0.27,0.5,16.6,2.0,0.0,0.0,1.6,1.6,0.15,1.4,1.4,Manchester Utd,3.0,1.93,0.0,1.93,1.93,1.93,1.6,1.03,0.0,1.03,1.03,1.03
Marcus Thuram,FW,France,25-134,1997.0,1.7,3.0,2.0,1.0,1.0,1.0,0.0,0.0,,0.0,2.0,0.0,2.0,0.0,3.0,2.0,0.0,4.0,2.95,3.0,0.0,0.0,0.0,1.0,0.0,2.0,1.48,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,5.0,1.0,1.0,0.0,0.0,0.0,7.0,8.0,9.0,47.1,27.0,39.0,69.2,369.0,88.0,19.0,25.0,76.0,5.0,9.0,55.6,2.0,3.0,66.7,2.0,0.2,0.1,1.8,4.0,1.0,4.0,0.0,5.0,38.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,151.0,30.0,22.9,0,,0,5,30.0,2,2.6,6.0,3.0,3.0,1.79,0.9,4.7,3.9,0.7,0.55,0.05,74.0,3.0,11.0,35.0,29.0,4.0,74.0,6.0,12.0,50.0,5.0,4.0,48.0,5.0,0.0,1.0,0.0,0.0,0.6,0.0,0.0,,5.4,0.0,0.0,0.0,0.2,0.2,0.22,-0.2,-0.2,M'Gladbach,0.0,0.0,1.19,1.19,0.0,1.19,0.4,0.16,0.16,0.32,0.16,0.32
Mario Götze,MF,Germany,30-198,1992.0,0.4,1.0,0.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,4.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,2.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,21.0,23.0,91.3,240.0,83.0,15.0,15.0,100.0,4.0,4.0,100.0,0.0,0.0,,0.0,0.1,0.1,-0.1,2.0,1.0,2.0,2.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2,36.0,18.0,13.3,0,,0,2,18.0,1,1.5,3.0,2.0,1.0,2.5,2.5,3.9,0.6,3.3,8.37,7.1,31.0,0.0,4.0,7.0,20.0,6.0,31.0,0.0,2.0,0.0,2.0,0.0,18.0,5.0,0.0,1.0,1.0,100.0,2.5,2.5,0.0,0.0,14.3,0.0,0.0,0.0,0.1,0.1,0.09,-0.1,-0.1,Eint Frankfurt,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.21,0.29,0.5,0.21,0.5
